证券代码,证券名称,交易类型,交易时间,成交股数,成交价格,成交编号,交易费用
681,000681,买入,10:04:45,100,27.15,-1084129697,0.46
601009,601009,买入,10:03:47,100,8.93,92086479,0.17
600155,600155,买入,10:02:53,400,10.09,92028876,0.77
830,000830,卖出,10:02:45,100,19.35,1755895667,2.26
830,000830,卖出,10:02:45,100,19.35,1755895669,2.26
69,000069,买入,10:02:39,900,8.75,-356601770,1.34
681,000681,卖出,10:02:36,100,27.19,-1084334716,3.18
830,000830,卖出,10:01:54,200,19.36,1755813061,4.53
600155,600155,卖出,10:01:53,400,10.11,91967142,4.81
987,000987,卖出,09:53:27,400,10.41,1754957379,4.87
563,000563,买入,09:53:21,700,4.18,-1812612594,0.50
300059,300059,卖出,09:53:13,100,15.22,-357610253,1.78
600750,600750,卖出,09:53:05,300,25.13,91388400,8.97
600580,600580,卖出,09:53:02,700,8.27,91385272,6.89
600580,600580,卖出,09:53:02,400,8.27,91385273,3.94
600580,600580,卖出,09:53:02,100,8.27,91385274,0.98
300059,300059,买入,09:53:01,100,15.24,-357630919,0.26
600750,600750,卖出,09:53:00,100,25.13,91382239,2.99
681,000681,买入,09:52:57,100,26.98,-1085312583,0.46
2273,002273,买入,09:52:43,300,22.25,-1085340303,1.13
2273,002273,买入,09:52:43,100,22.25,-1085340301,0.38
300001,300001,卖出,09:52:31,100,14.25,-1085361762,1.67
2500,002500,卖出,09:52:28,200,8.13,-1812712077,1.90
300297,300297,卖出,09:52:28,100,10.35,1754850624,1.21
513,000513,买入,09:52:27,100,75.92,-1812712532,1.29
830,000830,买入,09:52:25,200,19.51,1754844877,0.66
2500,002500,卖出,09:52:25,200,8.13,-1812717012,1.90
712,000712,买入,09:52:24,100,15.18,1754844438,0.26
600565,600565,卖出,09:52:23,2400,4.02,91338459,11.48
513,000513,买入,09:52:21,100,75.90,-1812723423,1.29
488,000488,买入,09:52:21,100,18.81,-1812723420,0.32
601012,601012,买入,09:52:20,200,37.99,91335508,1.44
300136,300136,买入,09:52:19,200,43.33,1754835528,1.47
830,000830,卖出,09:52:15,200,19.52,1754828236,4.57
600183,600183,买入,09:52:11,400,18.04,91324336,1.37
488,000488,卖出,09:52:03,100,18.80,-1812755824,2.20
600872,600872,买入,09:51:59,200,26.61,91310149,1.01
300297,300297,买入,09:51:58,100,10.39,1754795415,0.18
300297,300297,买入,09:51:54,100,10.43,1754789128,0.18
600872,600872,卖出,09:51:53,200,26.56,91303077,6.32
600155,600155,买入,09:51:53,400,10.16,91303211,0.77
600580,600580,买入,09:51:42,1200,8.26,91289032,1.88
601012,601012,卖出,09:51:42,100,37.90,91289734,4.51
601012,601012,卖出,09:51:42,100,37.90,91289982,4.51
300001,300001,买入,09:51:40,100,14.25,-1085458604,0.24
513,000513,卖出,09:51:39,100,75.81,-1812802700,8.87
300001,300001,买入,09:51:38,100,14.26,-1085463241,0.24
2273,002273,卖出,09:51:37,400,22.18,-1085464634,10.38
300024,300024,卖出,09:51:37,100,19.58,-1085463977,2.29
513,000513,卖出,09:51:36,100,75.82,-1812807592,8.87
600183,600183,卖出,09:51:35,400,18.04,91280828,8.59
987,000987,买入,09:51:34,400,10.37,1754752390,0.71
2673,002673,卖出,09:51:34,200,10.52,-357793000,2.46
300136,300136,卖出,09:51:34,200,43.14,1754752861,10.09
601012,601012,买入,09:51:29,200,37.89,91273859,1.44
300136,300136,买入,09:51:21,200,43.13,1754727806,1.47
601009,601009,卖出,09:51:20,200,8.97,91264032,2.13
601009,601009,卖出,09:51:17,200,8.97,91260575,2.13
300297,300297,卖出,09:51:16,100,10.32,1754718381,1.21
600750,600750,买入,09:51:12,400,25.14,91253661,1.91
600580,600580,卖出,09:51:11,1200,8.24,91252642,11.77
300297,300297,卖出,09:51:07,100,10.32,1754702339,1.21
830,000830,买入,09:51:01,100,19.49,1754690862,0.33
830,000830,买入,09:50:58,200,19.48,1754684891,0.66
987,000987,卖出,09:50:57,300,10.41,1754682451,3.65
987,000987,卖出,09:50:55,100,10.41,1754679102,1.22
300274,300274,卖出,09:50:52,300,18.44,-357872158,6.47
2500,002500,买入,09:50:49,200,8.11,-1812898144,0.28
830,000830,卖出,09:50:46,100,19.52,1754662099,2.28
830,000830,卖出,09:50:46,100,19.52,1754662101,2.28
300136,300136,卖出,09:50:46,100,43.14,1754662836,5.05
300297,300297,买入,09:50:46,100,10.31,1754662945,0.18
601012,601012,卖出,09:50:46,200,37.91,91224344,9.02
300136,300136,卖出,09:50:43,100,43.14,1754657077,5.05
513,000513,买入,09:50:40,100,75.60,-1812915085,1.29
300136,300136,买入,09:50:40,100,43.15,1754651610,0.73
300136,300136,买入,09:50:39,100,43.14,1754649139,0.73
830,000830,卖出,09:50:39,100,19.53,1754650041,2.29
2500,002500,买入,09:50:38,200,8.11,-1812918924,0.28
300297,300297,买入,09:50:35,100,10.32,1754642086,0.18
300059,300059,卖出,09:50:34,100,15.10,-357907769,1.77
300274,300274,卖出,09:50:34,300,18.46,-357907582,6.48
300059,300059,卖出,09:50:33,100,15.10,-357911317,1.77
2273,002273,卖出,09:50:33,400,22.16,-1085580984,10.37
600565,600565,买入,09:50:33,2400,4.02,91208245,1.83
300136,300136,卖出,09:50:32,200,43.13,1754638506,10.09
681,000681,卖出,09:50:31,100,26.91,-1085584830,3.15
513,000513,卖出,09:50:30,100,75.59,-1812931813,8.84
681,000681,卖出,09:50:27,100,26.90,-1085591656,3.15
712,000712,卖出,09:50:22,100,15.19,1754618914,1.78
2673,002673,买入,09:50:21,200,10.53,-357934497,0.36
712,000712,卖出,09:50:18,100,15.19,1754612200,1.78
300001,300001,卖出,09:50:08,100,14.25,-1085628643,1.67
300024,300024,买入,09:50:08,100,19.59,-1085627889,0.33
300001,300001,卖出,09:50:06,100,14.24,-1085632182,1.67
300024,300024,买入,09:50:04,100,19.59,-1085634801,0.33
300024,300024,卖出,09:49:54,100,19.60,-1085655889,2.29
601012,601012,卖出,09:49:50,200,37.91,91154102,9.02
300297,300297,卖出,09:49:46,100,10.31,1754549730,1.21
600750,600750,卖出,09:49:44,100,25.15,91146196,2.99
600580,600580,买入,09:49:41,1100,8.24,91142323,1.72
600580,600580,买入,09:49:41,100,8.24,91142324,0.16
300274,300274,买入,09:49:32,300,18.51,-358032554,0.94
300297,300297,卖出,09:49:32,100,10.31,1754521976,1.21
600750,600750,卖出,09:49:30,300,25.15,91129173,8.98
300274,300274,买入,09:49:28,300,18.51,-358039731,0.94
712,000712,买入,09:49:24,5,15.22,1754508352,0.01
712,000712,买入,09:49:24,95,15.22,1754508354,0.25
712,000712,买入,09:49:22,100,15.21,1754503256,0.26
300274,300274,卖出,09:49:20,200,18.51,-358055824,4.33
300274,300274,卖出,09:49:19,100,18.51,-358057028,2.17
300274,300274,卖出,09:49:13,300,18.51,-358069141,6.50
300024,300024,卖出,09:49:07,100,19.62,-1085744013,2.30
300274,300274,买入,09:49:02,300,18.46,-358090393,0.94
300274,300274,买入,09:49:02,300,18.46,-358090391,0.94
712,000712,卖出,09:48:58,100,15.19,1754456954,1.78
712,000712,卖出,09:48:48,100,15.20,1754438120,1.78
600872,600872,买入,09:48:44,200,26.58,91072084,1.01
300297,300297,买入,09:48:42,100,10.32,1754423474,0.18
712,000712,买入,09:48:36,100,15.20,1754410689,0.26
712,000712,买入,09:48:19,100,15.21,1754375027,0.26
300297,300297,买入,09:48:19,100,10.28,1754376264,0.17
636,000636,买入,09:48:13,100,12.95,1754362678,0.22
636,000636,买入,09:48:13,600,12.95,1754362680,1.32
636,000636,卖出,09:48:09,700,12.91,1754355155,10.57
601012,601012,买入,09:48:08,200,38.04,91026378,1.45
600750,600750,买入,09:48:06,400,25.08,91023150,1.91
600872,600872,卖出,09:48:06,200,26.59,91023590,6.33
987,000987,买入,09:47:58,400,10.42,1754327868,0.71
300001,300001,买入,09:47:55,100,14.22,-1085878392,0.24
2273,002273,买入,09:47:55,400,22.16,-1085877880,1.51
300001,300001,买入,09:47:54,100,14.22,-1085881149,0.24
2273,002273,买入,09:47:53,400,22.16,-1085882499,1.51
300024,300024,买入,09:47:51,100,19.61,-1085886075,0.33
601012,601012,买入,09:47:47,100,38.09,90998520,0.72
601012,601012,买入,09:47:47,100,38.09,90998521,0.72
601009,601009,买入,09:47:41,200,8.97,90990904,0.34
600872,600872,买入,09:47:38,200,26.62,90986444,1.01
601009,601009,买入,09:47:35,200,8.97,90982841,0.34
300024,300024,买入,09:47:31,100,19.58,-1085923381,0.33
712,000712,卖出,09:47:15,100,15.25,1754242957,1.78
712,000712,卖出,09:47:09,100,15.25,1754229943,1.78
300001,300001,卖出,09:47:07,100,14.27,-1085969893,1.67
987,000987,卖出,09:47:03,200,10.41,1754218721,2.44
987,000987,卖出,09:47:03,200,10.41,1754218723,2.44
300059,300059,买入,09:46:55,100,15.13,-358349237,0.26
300059,300059,买入,09:46:52,100,15.13,-358355443,0.26
300001,300001,卖出,09:46:52,100,14.27,-1085999164,1.67
300274,300274,卖出,09:46:49,300,18.24,-358360749,6.40
600872,600872,卖出,09:46:45,200,26.63,90916618,6.34
600885,600885,卖出,09:46:32,100,45.60,90898436,5.43
300297,300297,卖出,09:46:31,100,10.20,1754153617,1.19
600155,600155,卖出,09:46:29,200,10.17,90893584,2.42
600885,600885,卖出,09:46:29,100,45.60,90893711,5.43
600155,600155,卖出,09:46:27,200,10.17,90891152,2.42
300297,300297,卖出,09:46:26,100,10.22,1754142064,1.20
600885,600885,买入,09:46:23,100,45.67,90885336,0.87
600885,600885,买入,09:46:23,100,45.67,90885337,0.87
600580,600580,卖出,09:46:20,500,8.23,90881419,4.90
600580,600580,卖出,09:46:20,700,8.21,90881420,6.84
300297,300297,买入,09:46:17,100,10.23,1754123847,0.17
600580,600580,买入,09:46:11,600,8.22,90869385,0.94
600580,600580,买入,09:46:11,600,8.24,90869386,0.94
636,000636,买入,09:46:10,700,12.96,1754108411,1.54
300297,300297,买入,09:46:10,100,10.23,1754109020,0.17
2500,002500,卖出,09:46:08,200,8.15,-1813471338,1.91
513,000513,买入,09:46:06,100,75.19,-1813474653,1.28
300274,300274,买入,09:46:05,300,18.27,-358459262,0.93
600885,600885,卖出,09:45:59,200,45.60,90852528,10.85
600820,600820,买入,09:45:56,100,7.73,90849146,0.15
600885,600885,卖出,09:45:54,200,45.65,90846190,10.86
636,000636,买入,09:45:54,700,12.97,1754077190,1.54
69,000069,卖出,09:45:51,1000,8.84,-358491170,10.34
600380,600380,买入,09:45:51,300,12.72,90842973,0.73
600380,600380,买入,09:45:51,400,12.72,90843053,0.97
600885,600885,买入,09:45:50,200,45.65,90841193,1.73
600380,600380,买入,09:45:50,100,12.72,90841829,0.24
681,000681,买入,09:45:48,100,26.86,-1086127842,0.46
987,000987,买入,09:45:46,400,10.38,1754059780,0.71
600885,600885,买入,09:45:44,200,45.65,90833708,1.73
830,000830,买入,09:45:42,200,19.61,1754053370,0.67
488,000488,买入,09:45:40,600,18.69,-1813533392,1.91
712,000712,买入,09:45:40,100,15.10,1754048811,0.26
681,000681,买入,09:45:40,100,26.86,-1086144343,0.46
830,000830,买入,09:45:40,200,19.61,1754049004,0.67
2500,002500,卖出,09:45:40,200,8.15,-1813532426,1.91
600872,600872,买入,09:45:38,200,26.56,90826175,1.01
300136,300136,买入,09:45:37,100,43.05,1754042713,0.73
300136,300136,买入,09:45:37,100,43.06,1754042715,0.73
488,000488,买入,09:45:36,300,18.69,-1813541443,0.95
488,000488,买入,09:45:36,300,18.69,-1813541441,0.95
600155,600155,买入,09:45:36,400,10.17,90823288,0.77
712,000712,买入,09:45:36,100,15.10,1754041445,0.26
600820,600820,买入,09:45:35,300,7.73,90821929,0.44
600036,600036,买入,09:45:35,300,31.32,90822834,1.79
2273,002273,卖出,09:45:33,200,22.01,-1086159624,5.15
513,000513,卖出,09:45:32,100,75.13,-1813550105,8.79
600750,600750,卖出,09:45:32,400,24.97,90819248,11.89
2273,002273,卖出,09:45:31,100,22.01,-1086163189,2.58
2273,002273,卖出,09:45:31,100,22.01,-1086163187,2.58
600580,600580,卖出,09:45:31,600,8.20,90817398,5.85
636,000636,卖出,09:45:30,700,12.96,1754029225,10.61
600155,600155,卖出,09:45:29,400,10.16,90815043,4.84
681,000681,卖出,09:45:27,100,26.86,-1086170741,3.14
600820,600820,买入,09:45:26,1000,7.73,90810866,1.47
300136,300136,卖出,09:45:25,200,43.06,1754019608,10.08
488,000488,卖出,09:45:24,600,18.68,-1813566984,13.11
681,000681,卖出,09:45:24,100,26.80,-1086176320,3.14
600872,600872,卖出,09:45:23,100,26.53,90806122,3.16
600750,600750,买入,09:45:23,400,25.02,90806200,1.90
987,000987,卖出,09:45:22,200,10.37,1754012471,2.43
300136,300136,买入,09:45:22,200,43.03,1754013302,1.46
300297,300297,卖出,09:45:21,100,10.20,1754011882,1.19
636,000636,卖出,09:45:19,700,12.97,1754007154,10.62
830,000830,卖出,09:45:19,200,19.57,1754007617,4.58
300136,300136,卖出,09:45:17,100,43.03,1754004401,5.03
300136,300136,卖出,09:45:17,100,43.03,1754004403,5.03
488,000488,买入,09:45:16,600,18.69,-1813583185,1.91
513,000513,买入,09:45:14,100,75.19,-1813587967,1.28
681,000681,买入,09:45:13,100,26.86,-1086199386,0.46
69,000069,买入,09:45:13,500,8.85,-358578482,0.75
488,000488,卖出,09:45:13,600,18.68,-1813590967,13.11
600885,600885,卖出,09:45:12,200,45.55,90792049,10.84
2673,002673,卖出,09:45:12,200,10.54,-358578908,2.47
300136,300136,买入,09:45:10,100,43.06,1753990998,0.73
601009,601009,卖出,09:45:09,200,8.97,90788988,2.13
600565,600565,卖出,09:45:08,1200,4.00,90786805,5.71
681,000681,买入,09:45:07,100,26.89,-1086212389,0.46
600750,600750,卖出,09:45:05,100,25.02,90782108,2.98
600750,600750,卖出,09:45:05,100,25.02,90782109,2.98
300024,300024,卖出,09:45:04,100,19.55,-1086217292,2.29
681,000681,卖出,09:45:03,100,26.80,-1086219568,3.14
600183,600183,买入,09:45:03,200,17.94,90780029,0.68
600155,600155,买入,09:45:02,200,10.15,90779106,0.39
2500,002500,买入,09:45:01,200,8.13,-1813618005,0.28
300059,300059,卖出,09:45:01,100,15.03,-358605368,1.76
300001,300001,买入,09:45:01,100,14.17,-1086224231,0.24
300274,300274,卖出,09:45:01,300,18.23,-358604937,6.40
636,000636,买入,09:45:00,700,12.98,1753971118,1.54
601012,601012,卖出,09:44:59,200,37.83,90774937,9.00
712,000712,卖出,09:44:57,100,15.05,1753963905,1.76
