证券代码,证券名称,交易类型,交易时间,成交股数,成交价格,成交编号,交易费用
300297,300297,buy,14:15:05,100,9.68,1761099597,0.17
300297,300297,buy,14:15:04,100,9.69,1761099034,0.17
300274,300274,buy,14:14:30,100,17.53,-351260278,0.32
600580,600580,buy,14:12:56,600,8.51,96173022,1.02
300274,300274,buy,14:07:05,200,17.55,-351607488,0.63
300274,300274,sell,14:04:52,180,17.5,-351746009,3.72
300274,300274,sell,14:04:52,20,17.5,-351746007,0.41
2273,2273,sell,14:04:50,400,21.92,-1080143777,10.35
600056,600056,sell,14:03:53,25,23.37,95774742,0.7
488,488,sell,14:03:45,100,17.91,-1807243930,2.11
600580,600580,sell,14:03:18,600,8.58,95748526,6.18
600155,600155,sell,14:03:17,100,9.85,95748355,1.18
600580,600580,sell,14:01:25,100,8.57,95693479,1.03
600580,600580,sell,14:01:25,200,8.57,95693480,2.06
600580,600580,sell,14:01:25,200,8.57,95693481,2.06
600580,600580,sell,14:01:25,100,8.57,95693482,1.03
300274,300274,buy,13:57:58,200,17.56,-352027633,0.63
600580,600580,buy,13:55:38,500,8.6,95534007,0.86
600580,600580,buy,13:55:38,100,8.6,95534008,0.17
600183,600183,sell,13:54:53,400,17.19,95513255,8.25
300274,300274,sell,13:50:58,600,17.7,-352281276,12.53
2273,2273,buy,13:45:21,400,22,-1080869079,1.58
600580,600580,sell,13:43:46,600,8.6,95193978,6.19
2273,2273,sell,13:43:27,400,22.02,-1080936161,10.39
600183,600183,buy,13:38:46,400,17.21,95046766,1.38
600885,600885,sell,13:38:39,200,45.23,95043272,10.86
600885,600885,buy,13:38:21,100,45.18,95034214,0.9
600885,600885,buy,13:38:13,100,45.2,95031026,0.9
488,488,sell,13:35:33,600,18,-1808272722,12.74
300297,300297,sell,13:34:25,100,9.72,1759382824,1.15
300297,300297,sell,13:34:17,100,9.72,1759377836,1.15
300297,300297,buy,13:33:23,100,9.69,1759344723,0.17
300297,300297,buy,13:33:10,100,9.68,1759337537,0.17
2273,2273,buy,13:31:04,400,21.91,-1081377793,1.58
2273,2273,sell,13:30:00,400,22.12,-1081417073,10.44
488,488,buy,13:29:12,600,18.02,-1808481262,1.95
488,488,buy,13:29:09,500,18.02,-1808482745,1.62
488,488,buy,13:29:09,100,18.02,-1808482743,0.32
600750,600750,sell,13:24:29,200,24.59,94677273,5.9
600580,600580,buy,13:23:07,600,8.52,94642434,1.02
600580,600580,buy,13:23:04,600,8.52,94641222,1.02
300274,300274,buy,13:17:08,600,17.54,-353490554,1.89
2273,2273,buy,13:16:30,300,21.75,-1081890947,1.17
2273,2273,buy,13:16:28,100,21.75,-1081891646,0.39
2273,2273,sell,13:15:49,400,21.9,-1081913010,10.34
300274,300274,sell,13:15:06,300,17.5,-353551656,6.2
300274,300274,sell,13:15:06,200,17.5,-353551654,4.13
300274,300274,sell,13:15:06,100,17.5,-353551652,2.06
2273,2273,buy,13:13:58,400,21.6,-1081974138,1.56
2273,2273,sell,13:13:07,400,21.56,-1082001727,10.18
600580,600580,sell,13:12:52,600,8.55,94380090,6.16
600580,600580,sell,13:12:43,600,8.56,94376709,6.16
600580,600580,buy,13:10:53,100,8.55,94334225,0.17
600580,600580,buy,13:10:53,500,8.55,94334226,0.86
600580,600580,buy,13:10:49,600,8.55,94333158,1.03
600155,600155,sell,13:10:40,400,9.87,94329935,4.74
600155,600155,sell,13:10:29,500,9.88,94325137,5.93
681,681,sell,13:10:24,100,26.21,-353690174,3.09
681,681,buy,13:08:09,100,26.18,-353755061,0.47
681,681,buy,13:08:06,100,26.18,-353756656,0.47
488,488,sell,13:06:03,200,17.98,-1809228351,4.24
600580,600580,sell,13:06:02,600,8.51,94212757,6.13
600580,600580,sell,13:05:58,600,8.51,94211206,6.13
488,488,sell,13:05:57,600,17.98,-1809231638,12.73
488,488,sell,13:05:39,400,17.98,-1809241608,8.49
681,681,sell,13:05:35,100,26.27,-353828108,3.1
681,681,sell,13:05:30,100,26.28,-353830376,3.1
300274,300274,buy,13:04:58,600,17.56,-353844738,1.9
488,488,buy,13:03:21,600,17.94,-1809307730,1.94
488,488,buy,13:03:15,600,17.94,-1809310475,1.94
600056,600056,sell,11:20:43,100,23.36,93821353,2.8
681,681,buy,11:18:18,100,26.4,-354438705,0.48
681,681,sell,11:18:15,100,26.4,-354440237,3.12
300274,300274,sell,11:16:40,600,17.59,-354498109,12.45
681,681,buy,11:15:57,100,26.3,-354524407,0.47
681,681,buy,11:15:54,100,26.3,-354526383,0.47
600183,600183,sell,11:13:59,400,17.14,93648968,8.23
681,681,sell,11:13:06,100,26.55,-354632876,3.13
681,681,sell,11:13:00,100,26.55,-354636922,3.13
712,712,sell,11:11:24,100,15.34,-1083014863,1.81
681,681,buy,11:10:24,100,26.44,-354725094,0.48
681,681,buy,11:10:21,100,26.42,-354726572,0.48
712,712,buy,11:09:18,100,15.3,-1083075781,0.28
712,712,buy,11:08:48,100,15.3,-1083090726,0.28
600183,600183,buy,11:08:38,400,17.15,93499229,1.37
600580,600580,buy,11:02:53,263,8.45,93355453,0.44
600580,600580,buy,11:02:53,337,8.45,93355454,0.57
830,830,sell,11:02:36,200,19.91,-354992767,4.7
830,830,sell,11:02:18,200,19.9,-355004851,4.7
830,830,buy,11:01:32,200,19.87,-355037410,0.72
830,830,buy,11:01:18,200,19.86,-355047453,0.71
681,681,sell,11:00:03,100,26.57,-355095867,3.14
681,681,sell,10:59:57,100,26.56,-355099867,3.13
600056,600056,sell,10:59:42,200,23.44,93266030,5.63
600580,600580,buy,10:59:32,100,8.42,93260942,0.17
600580,600580,buy,10:59:29,500,8.42,93259812,0.84
712,712,sell,10:55:18,100,15.16,-1083528808,1.79
712,712,buy,10:54:25,100,15.14,-1083557561,0.27
681,681,buy,10:53:42,100,26.56,-355339841,0.48
681,681,buy,10:53:39,100,26.56,-355342293,0.48
300274,300274,buy,10:48:04,200,17.75,-355584591,0.64
300274,300274,buy,10:48:04,300,17.76,-355584589,0.96
300274,300274,buy,10:48:00,100,17.75,-355588532,0.32
300274,300274,sell,10:47:10,600,17.82,-355627554,12.62
681,681,sell,10:45:42,100,26.62,-355694041,3.14
681,681,buy,10:41:21,100,26.66,-355875307,0.48
513,513,sell,10:39:14,100,74.3,-1084130427,8.77
513,513,sell,10:39:06,100,74.3,-1084134883,8.77
830,830,sell,10:38:18,200,20.01,-356009329,4.72
830,830,sell,10:37:42,200,20.01,-356036626,4.72
830,830,buy,10:36:54,200,19.98,-356071445,0.72
830,830,buy,10:36:51,200,19.96,-356073609,0.72
600183,600183,sell,10:35:54,200,17.4,92581775,4.18
681,681,sell,10:32:50,100,26.82,-356238933,3.16
681,681,sell,10:32:39,100,26.8,-356246846,3.16
600183,600183,sell,10:32:26,200,17.37,92480886,4.17
681,681,buy,10:30:30,100,26.7,-356346073,0.48
600580,600580,sell,10:30:11,100,8.46,92407853,1.02
600580,600580,sell,10:30:11,200,8.46,92407854,2.03
600580,600580,sell,10:30:11,100,8.46,92407855,1.02
600580,600580,sell,10:30:11,200,8.46,92407856,2.03
600580,600580,sell,10:30:08,600,8.46,92406208,6.09
681,681,buy,10:30:06,100,26.72,-356365842,0.48
488,488,sell,10:28:18,200,18.23,-1811666365,4.3
300297,300297,sell,10:28:06,100,9.79,1755817351,1.16
300297,300297,sell,10:27:46,100,9.82,1755799553,1.16
712,712,sell,10:27:39,100,15.05,-1084619749,1.78
681,681,sell,10:27:24,100,26.85,-356507730,3.17
681,681,sell,10:27:21,100,26.85,-356510901,3.17
712,712,sell,10:26:45,100,15.04,-1084669156,1.77
300297,300297,buy,10:26:25,100,9.81,1755728221,0.18
300297,300297,buy,10:26:24,100,9.81,1755727339,0.18
488,488,buy,10:26:06,100,18.22,-1811789118,0.33
712,712,buy,10:26:00,100,15.03,-1084709459,0.27
712,712,buy,10:25:58,100,15.03,-1084712515,0.27
488,488,buy,10:25:54,100,18.21,-1811802772,0.33
513,513,buy,10:25:44,100,74.01,-1084726916,1.33
681,681,buy,10:24:55,100,26.54,-356670649,0.48
681,681,buy,10:24:51,100,26.54,-356674192,0.48
601012,601012,sell,10:22:26,100,36.34,92126818,4.36
601012,601012,sell,10:22:26,100,36.34,92126819,4.36
601012,601012,buy,10:22:14,200,36.34,92120600,1.45
300001,300001,sell,10:21:37,100,13.7,1755478797,1.62
681,681,sell,10:21:36,100,26.6,-356840970,3.14
300001,300001,sell,10:21:33,100,13.7,1755476082,1.62
681,681,sell,10:20:51,100,26.55,-356880068,3.13
600580,600580,buy,10:19:41,600,8.4,92030369,1.01
2273,2273,buy,10:19:21,400,21.17,-1085027064,1.52
600183,600183,buy,10:19:20,300,17.32,92017996,1.04
300001,300001,buy,10:18:49,100,13.65,1755338618,0.25
300001,300001,buy,10:18:46,100,13.65,1755335818,0.25
681,681,buy,9:51:15,100,26.89,-358888971,0.48
600036,600036,sell,9:50:49,300,30.49,90765972,10.98
681,681,sell,9:50:42,100,26.88,-358936793,3.17
600036,600036,sell,9:50:23,300,30.5,90740285,10.98
600155,600155,buy,9:49:59,500,9.89,90716351,0.99
681,681,buy,9:49:39,100,26.86,-359023047,0.48
681,681,buy,9:49:03,100,26.83,-359074216,0.48
830,830,sell,9:48:54,200,20.21,-359089225,4.77
830,830,sell,9:48:45,200,20.2,-359101920,4.77
600183,600183,sell,9:48:29,100,17.43,90630262,2.09
69,69,buy,9:48:18,300,8.65,-1086903149,0.47
69,69,buy,9:48:16,100,8.65,-1086906466,0.16
69,69,buy,9:48:15,100,8.65,-1086906987,0.16
600036,600036,buy,9:48:05,300,30.45,90607421,1.83
601939,601939,buy,9:48:03,1100,8.04,90605412,1.77
830,830,buy,9:47:54,100,20.2,-359175186,0.36
830,830,buy,9:47:54,100,20.2,-359175184,0.36
830,830,sell,9:47:27,200,20.18,-359215151,4.76
2273,2273,sell,9:47:14,200,21.31,-1086992512,5.03
488,488,sell,9:47:04,400,18.23,-1814172239,8.6
488,488,sell,9:47:04,200,18.23,-1814172237,4.3
600885,600885,sell,9:46:59,100,45.94,90537995,5.51
830,830,buy,9:46:53,100,20.17,-359272430,0.36
830,830,buy,9:46:52,100,20.17,-359272936,0.36
830,830,buy,9:46:45,200,20.17,-359284750,0.73
300001,300001,sell,9:46:37,100,13.78,1753175033,1.63
636,636,sell,9:46:30,600,12.63,-1814234431,8.94
712,712,sell,9:46:18,100,15.05,-1087080584,1.78
300297,300297,sell,9:46:04,100,9.91,1753127511,1.17
712,712,buy,9:45:46,100,15.06,-1087125504,0.27
627,627,sell,9:45:19,300,8.31,-359419363,2.94
2500,2500,buy,9:44:59,200,7.81,-1814384385,0.28
300274,300274,buy,9:44:37,100,18.04,-359487066,0.32
300274,300274,buy,9:44:37,200,18.04,-359487064,0.65
601012,601012,sell,9:44:33,100,36.29,90390684,4.35
681,681,sell,9:44:29,100,26.9,-359500340,3.17
681,681,sell,9:44:28,100,26.87,-359501019,3.17
712,712,sell,9:44:13,100,15.03,-1087253662,1.77
830,830,sell,9:42:56,200,20.26,-359656628,4.78
681,681,buy,9:37:42,100,26.76,-360261491,0.48
636,636,buy,9:37:39,100,12.54,-1815160546,0.23
636,636,buy,9:37:39,200,12.54,-1815160544,0.45
