证券代码,证券名称,交易类型,交易时间,成交股数,成交价格,成交编号,交易费用
600885,600885,buy,10:39:44,100,46.07,93652441,0.88
300297,300297,buy,10:39:19,100,10.05,-1082339886,0.17
600872,600872,sell,10:37:50,100,25.53,93571753,3.04
300297,300297,sell,10:37:49,100,10.08,-1082418300,1.18
600885,600885,sell,10:37:48,100,46.17,93570863,5.49
600885,600885,sell,10:37:41,100,46.17,93565914,5.49
300297,300297,sell,10:37:34,100,10.08,-1082431669,1.18
300136,300136,buy,10:37:25,200,41.91,-1082439266,1.42
300274,300274,buy,10:34:56,300,18.13,-1082573674,0.92
987,987,buy,10:34:46,400,10.98,1757619555,0.75
300297,300297,buy,10:33:54,100,10.09,-1082626740,0.17
830,830,buy,10:33:51,200,20.8,1757572094,0.71
830,830,buy,10:33:48,200,20.79,1757569470,0.71
300024,300024,sell,10:33:37,100,19.54,-354839419,2.29
300024,300024,sell,10:33:36,100,19.55,-354840284,2.29
300297,300297,buy,10:33:28,100,10.05,-1082648489,0.17
987,987,sell,10:33:19,300,10.98,1757544276,3.85
987,987,sell,10:33:19,100,10.98,1757544278,1.28
681,681,buy,10:32:40,100,26.13,-354892934,0.44
681,681,buy,10:32:38,100,26.13,-354894394,0.44
300001,300001,buy,10:30:07,100,13.96,-1082820433,0.24
987,987,buy,10:30:06,400,11,1757384720,0.75
681,681,sell,10:29:54,100,26.11,-355046886,3.05
681,681,sell,10:29:51,100,26.11,-355049289,3.05
987,987,sell,10:29:46,400,11.09,1757367665,5.19
600885,600885,sell,10:29:38,200,46.2,93264987,11
300297,300297,sell,10:29:37,100,10.09,-1082847282,1.18
300297,300297,sell,10:29:28,100,10.08,-1082854531,1.18
600155,600155,buy,10:29:08,200,10.09,93246870,0.38
681,681,buy,10:28:30,100,26.15,-355117898,0.44
600565,600565,sell,10:28:25,700,4.04,93221424,3.37
600565,600565,sell,10:28:25,500,4.04,93221425,2.4
681,681,buy,10:28:24,100,26.15,-355122835,0.44
300001,300001,sell,10:28:16,100,13.95,-1082916984,1.63
600580,600580,sell,10:27:43,200,8.49,93194366,2.02
300297,300297,buy,10:27:40,100,10.04,-1082949121,0.17
600885,600885,buy,10:27:39,200,46.2,93192594,1.76
300297,300297,buy,10:27:37,100,10.04,-1082951806,0.17
830,830,sell,10:27:27,200,20.75,1757249950,4.86
830,830,sell,10:27:24,200,20.74,1757247288,4.85
600580,600580,sell,10:27:17,300,8.48,93178552,3.03
600580,600580,sell,10:27:13,100,8.48,93176048,1.01
600580,600580,sell,10:27:12,100,8.48,93175488,1.01
600580,600580,sell,10:27:10,500,8.48,93173713,5.05
987,987,buy,10:27:06,400,11.05,1757230800,0.75
987,987,sell,10:26:34,400,11.1,1757201422,5.19
300297,300297,sell,10:26:13,100,10.09,-1083031807,1.18
600580,600580,buy,10:25:57,100,8.48,93125269,0.16
600580,600580,buy,10:25:55,100,8.48,93123566,0.16
600580,600580,buy,10:25:55,800,8.48,93123567,1.29
2273,2273,buy,10:25:44,100,22.25,1757157287,0.38
600580,600580,buy,10:25:43,200,8.47,93115651,0.32
300136,300136,sell,10:25:34,100,41.74,-1083068434,4.88
600580,600580,sell,10:25:31,1200,8.49,93107876,12.12
712,712,buy,10:24:48,100,14.91,-355321021,0.25
712,712,buy,10:24:45,100,14.91,-355323782,0.25
987,987,buy,10:24:28,400,11.11,1757084614,0.76
600580,600580,buy,10:24:04,600,8.44,93052201,0.96
830,830,buy,10:23:39,200,20.69,1757036118,0.7
830,830,buy,10:23:36,200,20.69,1757033584,0.7
513,513,buy,10:22:45,100,74.11,-355441837,1.26
987,987,sell,10:22:34,300,11.17,1756968737,3.92
987,987,sell,10:22:34,100,11.17,1756968750,1.31
2273,2273,sell,10:21:57,100,22.31,1756930022,2.61
681,681,sell,10:21:49,100,26.25,-355502480,3.07
987,987,buy,10:21:28,100,11,1756899537,0.19
987,987,buy,10:21:28,300,11,1756899539,0.56
300297,300297,sell,10:20:53,100,10.13,-1083365376,1.19
830,830,sell,10:20:43,200,20.73,1756847596,4.85
2273,2273,buy,10:20:27,400,22.35,1756829040,1.52
300024,300024,buy,10:20:21,100,19.36,-355599057,0.33
712,712,sell,10:20:12,100,14.96,-355609557,1.75
600750,600750,buy,10:20:03,200,24.96,92889640,0.95
300297,300297,buy,10:19:51,100,10.13,-1083440186,0.17
987,987,sell,10:19:20,200,11.05,1756745974,2.59
