证券代码,证券名称,交易类型,交易时间,成交股数,成交价格,成交编号,交易费用
600611,600611,buy,9:56:53,900,5.01,91364578,0.9
712,712,buy,9:56:45,100,15.19,-358176856,0.27
712,712,buy,9:56:42,100,15.19,-358180767,0.27
636,636,buy,9:56:03,300,13.02,-1086038244,0.7
513,513,sell,9:55:06,100,76.52,-1813159975,9.03
681,681,buy,9:54:15,100,27.8,1754254081,0.5
681,681,buy,9:54:12,100,27.8,1754249449,0.5
636,636,sell,9:53:54,100,13.1,-1086225585,1.55
600155,600155,buy,9:53:44,200,9.79,91161924,0.39
600155,600155,buy,9:53:44,300,9.79,91161925,0.59
600155,600155,buy,9:53:41,500,9.78,91158811,0.98
601012,601012,sell,9:53:17,200,36.6,91131752,8.78
601012,601012,buy,9:52:42,200,36.64,91091356,1.47
2273,2273,buy,9:52:39,100,21.91,1754113087,0.39
600183,600183,buy,9:52:32,400,16.83,91079705,1.35
2273,2273,buy,9:52:28,100,21.9,1754097095,0.39
2273,2273,buy,9:52:28,200,21.9,1754097097,0.79
681,681,sell,9:52:18,100,27.75,1754083690,3.27
681,681,sell,9:52:04,100,27.79,1754064353,3.28
300136,300136,buy,9:51:12,100,40.12,1753994830,0.72
300136,300136,buy,9:51:12,100,40.12,1753994828,0.72
2273,2273,sell,9:50:52,100,21.92,1753966572,2.59
2273,2273,sell,9:50:52,300,21.92,1753966574,7.76
300136,300136,buy,9:50:49,200,40.1,1753962943,1.44
300274,300274,buy,9:50:34,300,18.29,1753941447,0.99
300274,300274,buy,9:50:19,300,18.27,1753920782,0.99
681,681,buy,9:47:21,100,27.87,1753652024,0.5
681,681,buy,9:47:18,100,27.85,1753647835,0.5
636,636,sell,9:47:09,100,12.84,-1086819178,1.52
513,513,buy,9:46:35,100,76.66,-1813991553,1.38
636,636,sell,9:46:15,200,12.58,-1086902563,2.97
300274,300274,sell,9:46:12,300,18.29,1753545538,6.47
300274,300274,sell,9:46:09,300,18.29,1753540671,6.47
681,681,sell,9:45:39,100,27.99,1753493991,3.3
681,681,sell,9:45:36,100,28,1753489649,3.3
601012,601012,sell,9:44:14,200,36.65,90517025,8.8
681,681,buy,9:44:12,100,27.92,1753356566,0.5
681,681,buy,9:44:09,100,27.93,1753351652,0.5
600580,600580,sell,9:43:49,200,8.55,90487031,2.05
600580,600580,sell,9:43:47,400,8.55,90484223,4.1
601012,601012,buy,9:43:30,200,36.62,90465476,1.46
300136,300136,sell,9:42:03,100,40.11,1753128493,4.73
300136,300136,sell,9:42:01,200,40.1,1753124076,9.46
300136,300136,sell,9:41:59,100,40.11,1753119876,4.73
681,681,sell,9:41:51,100,28.08,1753102969,3.31
600611,600611,sell,9:41:50,300,4.95,90334333,1.78
513,513,sell,9:41:45,100,77.26,-1814508979,9.12
681,681,sell,9:41:21,100,27.97,1753038942,3.3
712,712,sell,9:41:15,100,15.11,-359756427,1.78
712,712,sell,9:41:12,100,15.11,-359762435,1.78
830,830,sell,9:40:40,200,18.09,-1087455570,4.27
830,830,sell,9:40:39,100,18.11,-1087457239,2.14
830,830,sell,9:40:37,100,18.11,-1087459899,2.14
513,513,buy,9:40:27,100,77.14,-1814657898,1.39
600580,600580,sell,9:39:46,600,8.58,90171515,6.18
712,712,buy,9:39:30,100,15.09,-359963759,0.27
712,712,buy,9:39:27,100,15.08,-359969068,0.27
830,830,buy,9:39:06,200,17.97,-1087619393,0.65
830,830,buy,9:39:03,200,17.96,-1087624351,0.65
636,636,buy,9:39:01,100,12.58,-1087629529,0.23
600580,600580,buy,9:38:53,600,8.51,90102658,1.02
600580,600580,buy,9:38:47,600,8.5,90094822,1.02
2273,2273,buy,9:38:39,400,21.79,1752695782,1.57
681,681,buy,9:38:18,100,27.8,1752650646,0.5
601012,601012,sell,9:38:13,200,36.48,90050517,8.76
681,681,buy,9:38:12,100,27.77,1752638925,0.5
2500,2500,buy,9:38:01,200,7.78,-360152406,0.28
600183,600183,sell,9:37:58,400,16.84,90030788,8.08
69,69,buy,9:37:55,500,8.46,-1814957340,0.76
513,513,sell,9:37:51,100,77.57,-1814964162,9.15
601012,601012,buy,9:37:41,100,36.33,90007718,0.73
601012,601012,buy,9:37:41,100,36.31,90008455,0.73
600885,600885,sell,9:37:33,100,46.02,89995619,5.52
300297,300297,sell,9:37:26,100,9.73,-360229210,1.15
600056,600056,sell,9:37:23,300,24.35,89981546,8.77
600056,600056,sell,9:37:19,100,24.4,89975557,2.93
600611,600611,sell,9:37:13,500,4.93,89966408,2.96
600611,600611,sell,9:37:13,100,4.93,89966409,0.59
627,627,sell,9:37:00,200,8.18,-360287539,1.93
300297,300297,buy,9:37:00,100,9.76,-360287318,0.18
681,681,sell,9:37:00,100,27.86,1752478814,3.29
681,681,sell,9:36:54,100,27.86,1752464139,3.29
627,627,sell,9:36:45,100,8.19,-360323120,0.97
2273,2273,sell,9:36:43,400,21.75,1752436727,10.27
300297,300297,sell,9:36:37,100,9.74,-360341479,1.15
600580,600580,sell,9:36:31,600,8.47,89907880,6.1
513,513,buy,9:36:28,100,77.62,-1815141351,1.4
600155,600155,sell,9:36:27,500,9.75,89901594,5.85
601012,601012,sell,9:36:23,200,36.18,89895631,8.68
488,488,sell,9:36:13,600,17.93,1752366247,12.69
830,830,sell,9:36:06,200,17.98,-1087967681,4.24
681,681,buy,9:35:57,100,27.62,1752330683,0.5
681,681,buy,9:35:54,100,27.63,1752323822,0.5
300001,300001,sell,9:35:51,100,13.66,-360449359,1.61
300136,300136,buy,9:35:34,200,40.17,1752278937,1.45
300274,300274,buy,9:35:28,300,18.16,1752268016,0.98
601012,601012,buy,9:35:26,200,35.99,89809962,1.44
2273,2273,buy,9:35:22,200,21.78,1752253012,0.78
600611,600611,buy,9:35:20,900,4.92,89801590,0.89
712,712,sell,9:35:18,100,15.02,-360524512,1.77
601939,601939,buy,9:35:14,500,8.16,89793162,0.82
600183,600183,buy,9:35:14,200,16.79,89793274,0.67
681,681,sell,9:35:12,100,27.79,1752231819,3.28
601012,601012,sell,9:35:07,100,35.91,89782854,4.31
